Project,Market Sector,EQS,UGS,FVS,SS,how3 Score,Growth Category,Valuation Category,SS (Rating),UGS dune,EQS dune,Static,Live,Dune Links,Symbol,UserGrowthJSON
Zyfi,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
aelf,,,,,70.92,,,,BB,False,False,True,False,,,
briq,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
cat in a dogs world,,,,,67.78,,,,BB,False,False,True,False,,,
dForce,Lending,0.0,78.06042884990252,56.66666666666666,,,Strong Growth,Fairly Valued,,False,False,True,False,,,
dHedge,Asset management,0.0,47.79325513196481,45.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
dYdX,Derivative exchanges,0.0,84.93506493506493,37.85714285714286,,,Exceptional Growth,Overvalued,,False,False,True,False,,,
deBridge,Interoperability,34.073654235107256,0.0,,,,Stagnant/Declining,,,False,False,True,False,,,
deBridge DLN,Bridges,42.24018962723634,28.571428571428573,,,,Slow Growth,,,False,False,True,False,,,
defi.money,Stablecoin issuers,0.0,,,,,,,,False,False,True,False,,,
dogwifhat,,,,,78.84,,,,BBB,False,False,True,False,,,
eCash,,,,,73.95,,,,BBB,False,False,True,False,,,
friend.tech,Social,0.795246210771698,48.4567901234568,11.111111111111112,,,Steady Growth,Overvalued,,False,False,True,False,,,
iZUMi Finance,Exchanges (DEX),0.0,50.94994438264739,45.0,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
inkySwap,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
karpatkey,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
mETH Protocol,,,,,77.48,,,,BBB,False,False,True,False,,,
marginfi,Lending,0.0,,,,,,,,False,False,True,False,,,
nftperp,Derivative exchanges,0.0,,,,,,,,False,False,True,False,,,
peaq,Blockchains (L1),0.0,29.149477973007382,,,,Slow Growth,,,False,False,True,False,,,
pods.media,Social,0.0,,,,,,,,False,False,True,False,,,
pump.fun,Exchanges (DEX),0.0,,,,,,,,False,False,True,False,,,
re.al,Blockchains (L2),0.0,11.538461538461538,,,,Stagnant/Declining,,,False,False,True,False,,,
unshETH,Asset management,0.0,5.225806451612904,45.0,,,Stagnant/Declining,Fairly Valued,,False,False,True,False,,,
usdx.money,Stablecoin issuers,0.0,,,,,,,,False,False,True,False,,,
vfat.io,Asset management,0.0,,,,,,,,False,False,True,False,,,
xExchange,Exchanges (DEX),0.0,41.63793103448276,27.5,,,Slow Growth,Overvalued,,False,False,True,False,,,
xNINJA,Social,0.0,0.0,,,,Stagnant/Declining,,,False,False,True,False,,,
yearn.finance,Asset management,0.0,96.2854349951124,55.0,,,Exceptional Growth,Fairly Valued,,False,False,True,False,,,
zkDX,Derivative exchanges,0.0,26.82235621521336,50.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
zkLend,Lending,0.0,41.62158869395712,45.0,,,Slow Growth,Fairly Valued,,False,False,True,False,,,
zkMe,Infrastructure,0.0,,,,,,,,False,False,True,False,,,
zkSwap Finance,Exchanges (DEX),0.0,48.15270935960592,49.99999999999999,,,Steady Growth,Fairly Valued,,False,False,True,False,,,
zkSync,Blockchains (L2),37.3280384228913,76.67636131763253,37.21840659340659,85.15,,Strong Growth,Overvalued,A,False,False,True,False,,,"{""name"": ""zkSync"", ""sector"": ""Blockchains (L2)"", ""scores"": {""user_growth"": 76.67636131763253, ""growth_category"": ""Strong Growth""}, ""peers"": [{""name"": ""Arbitrum"", ""scores"": {""user_growth"": 96.30346290771791}}, {""name"": ""Gravity"", ""scores"": {""user_growth"": 81.36211567178466}}, {""name"": ""Immutable X"", ""scores"": {""user_growth"": 90.02038225560229}}, {""name"": ""StarkNet"", ""scores"": {""user_growth"": 74.82779415706244}}], ""sector_averages"": {""user_growth"": 54.93, ""count"": 66}}"
zkSync Era,Blockchains (L2),37.3280384228913,76.67636131763253,37.21840659340659,,,Strong Growth,Overvalued,,False,False,True,False,,,
zkSync Era Bridge,Bridges,0.0,59.07235621521336,,,,Steady Growth,,,False,False,True,False,,,
zkSync Lite,Blockchains (L2),0.0,,,,,,,,False,False,True,False,,,
