Project,Market Sector,User Growth Score,Growth Category,Explanation
Zeitgeist,Blockchains (L2),17.00908412145346,Stagnant/Declining,"Project 'Zeitgeist' in the 'Blockchains (L2)' sector has an overall User Growth Score of 17.01, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: 19.05 (Weight: 0.30)
  - Transaction Volume: 0.00 (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: 41.28 (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
M^0,Stablecoin issuers,,,"Project 'M^0' in the 'Stablecoin issuers' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.20)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.20)"
XCAD Network,Social,40.277777777777764,Slow Growth,"Project 'XCAD Network' in the 'Social' sector has an overall User Growth Score of 40.28, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.60)
  - Transaction Volume: 67.50 (Weight: 0.10)
  - Transaction Count: nan (Weight: 0.10)
  - User Growth: 26.67 (Weight: 0.20)"
STON.fi,Exchanges (DEX),32.98850574712644,Slow Growth,"Project 'STON.fi' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 32.99, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 32.99 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
TrueMarkets,Prediction markets,,,"Project 'TrueMarkets' in the 'Prediction markets' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.35)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.15)"
Typus Finance,Asset management,,,"Project 'Typus Finance' in the 'Asset management' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Hedera,Blockchains (L1),78.78787878787878,Strong Growth,"Project 'Hedera' in the 'Blockchains (L1)' sector has an overall User Growth Score of 78.79, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 78.79 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
Taiko,Blockchains (L2),58.54037267080746,Steady Growth,"Project 'Taiko' in the 'Blockchains (L2)' sector has an overall User Growth Score of 58.54, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 75.00 (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.15)
  - User Growth: 17.39 (Weight: 0.10)"
AlienX,Blockchains (L2),,,"Project 'AlienX' in the 'Blockchains (L2)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
Movement,Blockchains (L1),89.39393939393939,Exceptional Growth,"Project 'Movement' in the 'Blockchains (L1)' sector has an overall User Growth Score of 89.39, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 89.39 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
Ankr,Liquid staking,60.091911764705884,Steady Growth,"Project 'Ankr' in the 'Liquid staking' sector has an overall User Growth Score of 60.09, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 30.00 (Weight: 0.30)
  - Transaction Volume: 94.12 (Weight: 0.20)
  - User Growth: 67.50 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)"
ZKX,Derivative exchanges,20.890538033395178,Stagnant/Declining,"Project 'ZKX' in the 'Derivative exchanges' sector has an overall User Growth Score of 20.89, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 20.20 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 23.64 (Weight: 0.10)"
RabbitHole,Gaming,,,"Project 'RabbitHole' in the 'Gaming' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.50)
  - Transaction Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
KiloEx,Derivative exchanges,,,"Project 'KiloEx' in the 'Derivative exchanges' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
WOO,Exchanges (DEX),77.25509825732296,Strong Growth,"Project 'WOO' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 77.26, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 81.61 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 59.84 (Weight: 0.10)"
SideShift,Infrastructure,15.204981837052411,Stagnant/Declining,"Project 'SideShift' in the 'Infrastructure' sector has an overall User Growth Score of 15.20, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 17.02 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: 9.76 (Weight: 0.10)"
Kadena,Blockchains (L1),31.21212121212121,Slow Growth,"Project 'Kadena' in the 'Blockchains (L1)' sector has an overall User Growth Score of 31.21, categorized as 'Slow Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 31.21 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
Metis,Blockchains (L2),66.53846153846155,Strong Growth,"Project 'Metis' in the 'Blockchains (L2)' sector has an overall User Growth Score of 66.54, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 66.54 (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
PRDT,Prediction markets,,,"Project 'PRDT' in the 'Prediction markets' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.35)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.15)"
Hypr,Blockchains (L2),,,"Project 'Hypr' in the 'Blockchains (L2)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
Star Atlas,Gaming,67.5,Strong Growth,"Project 'Star Atlas' in the 'Gaming' sector has an overall User Growth Score of 67.50, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.50)
  - Transaction Volume: 67.50 (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
B3,Blockchains (L3),70.0,Strong Growth,"Project 'B3' in the 'Blockchains (L3)' sector has an overall User Growth Score of 70.00, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.35)
  - Transaction Volume: 55.00 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 100.00 (Weight: 0.15)"
Dymension,Blockchains (L1),65.22727272727272,Strong Growth,"Project 'Dymension' in the 'Blockchains (L1)' sector has an overall User Growth Score of 65.23, categorized as 'Strong Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 65.23 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.25)
  - User Growth: nan (Weight: 0.15)"
Litentry,Blockchains (L2),22.55829354235372,Stagnant/Declining,"Project 'Litentry' in the 'Blockchains (L2)' sector has an overall User Growth Score of 22.56, categorized as 'Stagnant/Declining'.
The score is based on the following weighted metrics:
  - Active Users: 14.29 (Weight: 0.30)
  - Transaction Volume: 15.38 (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: 44.94 (Weight: 0.15)
  - User Growth: 31.74 (Weight: 0.10)"
Superform,Asset management,,,"Project 'Superform' in the 'Asset management' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Neptune Finance,Lending,,,"Project 'Neptune Finance' in the 'Lending' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Photon,Derivative exchanges,,,"Project 'Photon' in the 'Derivative exchanges' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Cat Town,Gaming,45.010893246187365,Steady Growth,"Project 'Cat Town' in the 'Gaming' sector has an overall User Growth Score of 45.01, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.50)
  - Transaction Volume: 32.22 (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 70.59 (Weight: 0.10)"
AVNU,Exchanges (DEX),,,"Project 'AVNU' in the 'Exchanges (DEX)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Venice,Infrastructure,60.16379086663207,Steady Growth,"Project 'Venice' in the 'Infrastructure' sector has an overall User Growth Score of 60.16, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 54.20 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: 78.05 (Weight: 0.10)"
Pyth Network,Oracles,,,"Project 'Pyth Network' in the 'Oracles' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.35)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.15)"
Succinct,Infrastructure,,,"Project 'Succinct' in the 'Infrastructure' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: nan (Weight: 0.10)"
InterCrone Swap,Exchanges (DEX),,,"Project 'InterCrone Swap' in the 'Exchanges (DEX)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Lagoon,Asset management,,,"Project 'Lagoon' in the 'Asset management' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Scallop,Lending,55.0,Steady Growth,"Project 'Scallop' in the 'Lending' sector has an overall User Growth Score of 55.00, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: 55.00 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
ABEL Finance,Lending,45.13157894736842,Steady Growth,"Project 'ABEL Finance' in the 'Lending' sector has an overall User Growth Score of 45.13, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.40)
  - Transaction Volume: 45.13 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Econia,Exchanges (DEX),,,"Project 'Econia' in the 'Exchanges (DEX)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Ethervista,Exchanges (DEX),58.962736373748605,Steady Growth,"Project 'Ethervista' in the 'Exchanges (DEX)' sector has an overall User Growth Score of 58.96, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 61.47 (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: 48.95 (Weight: 0.10)"
Overtake,Gaming,,,"Project 'Overtake' in the 'Gaming' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.50)
  - Transaction Volume: nan (Weight: 0.20)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
inkySwap,Exchanges (DEX),,,"Project 'inkySwap' in the 'Exchanges (DEX)' sector has an overall User Growth Score of nan, categorized as 'None'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.40)
  - Transaction Count: nan (Weight: 0.20)
  - User Growth: nan (Weight: 0.10)"
Solayer,Liquid staking,100.0,Exceptional Growth,"Project 'Solayer' in the 'Liquid staking' sector has an overall User Growth Score of 100.00, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 100.00 (Weight: 0.20)
  - User Growth: nan (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.20)"
Astar,Blockchains (L2),48.94308943089431,Steady Growth,"Project 'Astar' in the 'Blockchains (L2)' sector has an overall User Growth Score of 48.94, categorized as 'Steady Growth'.
The score is based on the following weighted metrics:
  - Active Users: 55.00 (Weight: 0.30)
  - Transaction Volume: nan (Weight: 0.25)
  - Bridge Volume: nan (Weight: 0.20)
  - Transaction Count: 36.83 (Weight: 0.15)
  - User Growth: nan (Weight: 0.10)"
Render Network,Infrastructure,91.69693824597819,Exceptional Growth,"Project 'Render Network' in the 'Infrastructure' sector has an overall User Growth Score of 91.70, categorized as 'Exceptional Growth'.
The score is based on the following weighted metrics:
  - Active Users: nan (Weight: 0.30)
  - Transaction Volume: 97.87 (Weight: 0.30)
  - Transaction Count: nan (Weight: 0.30)
  - User Growth: 73.17 (Weight: 0.10)"
